investDate,participant,name,latestPhase,industry,brief,investor_id,kr_id,amount,phase,kr_group_id,amountUnit,id
1422720000000,北极光创投,EvoCam,PRE_A,OTHER,新兴硬件,811,25853,,PRE_A,140716,USD,893
1404144000000,"戈壁投资,宽带资本",刻通云KeyTone Cloud,A,SERVICE_INDUSTRIES,为企业提供混合云平台和技术服务的公司,814,25592,5000,A,141870,CNY,894
1396281600000,戈壁投资,简书,ANGEL,CULTURE_SPORTS_ART,基于内容分享的社区，用户都可以自由地发现或是分享内容,814,25592,,ANGEL,5359,USD,895
1401552000000,,旅行加,ANGEL,,旅行行程管理,814,25592,,ANGEL,143689,USD,896
,,上海汇付互联网金融信息创业股权投资,NONE,OTHER,公司专门投资互联网金融项目,819,24295,,,135763,,897
1425139200000,五岳天下,车三宝,PRE_A,SERVICE_INDUSTRIES,二手车经销商SaaS服务,810,26207,,PRE_A,136051,USD,898
1425139200000,五岳天下,惠装网,B,PROPERTY_AND_HOME_FURNISHINGS,第三方装修服务平台,810,26207,2000,A,31532,USD,899
1406822400000,五岳天下,车三百,A,AUTO,二手车估值与交易服务网站,810,26207,,PRE_A,27652,USD,900
1420041600000,五岳天下,钱小二,ANGEL,FINANCE,贷款产品搜索、比较服务平台,810,26207,,ANGEL,26832,USD,901
1270051200000,君联资本,布丁酒店,C,OTHER,中国第一家专为年轻人设计的时尚、新概念酒店连锁,806,17622,几百万,A,138864,USD,902
1325347200000,"DCM资本,贝塔斯曼亚洲投资基金,君联资本",优信拍,E,AUTO,一个专业提供二手车电子化竞价拍卖服务的供应商，核心业务是二手车网络拍卖平台，集竞价拍卖、车辆检测、安,806,17622,3000,A,8129,USD,903
1320076800000,君联资本,车王认证二手车超市,B,AUTO,一家专业的线上线下二手车服务超市，上海车王二手车经营有限公司旗下。,806,17622,数千万,A,8705,CNY,904
1301587200000,,韵达快递,NONE,,国内领先的民营快递公司,806,17622,几千,A,138622,CNY,905
1417363200000,启赋资本,巴图鲁,A,OTHER,巴图鲁让汽配采购更轻松,807,17307,1200,ANGEL,134244,CNY,906
,,亚杰,NONE,,TMT天使轮投资,804,18353,,,134455,,907
1430409600000,中路资本,八保网,ANGEL,OTHER,国内安保行业b2b平台,801,19843,,ANGEL,158958,USD,908
1433088000000,五岳天下,OFashion,A,E_COMMERCE,全球时尚买手制社交购物应用,802,18747,,A,143327,USD,909
1398873600000,五岳天下,抹茶美妆,A_PLUS,CONSUMER_LIFESTYLE,最大的美妆社区电商,802,18747,1000,A,11753,CNY,910
1398873600000,五岳天下,小影,A,CULTURE_SPORTS_ART,手机视频软件,802,18747,,A,10504,USD,911
1401552000000,五岳天下,云图TV,ANGEL,CULTURE_SPORTS_ART,手机电视直播应用平台,802,18747,数百万,ANGEL,31443,CNY,912
1414771200000,五岳天下,来一火,A,CONSUMER_LIFESTYLE,让消费者足不出户就可以享受到成都本土火锅的线上平台点餐,802,18747,1000,A,12402,CNY,913
1388505600000,五岳天下,社区001,B,CONSUMER_LIFESTYLE,为本地社区提供在线购物及配送的服务网站,802,18747,,PRE_A,6186,USD,914
,,37健康,ANGEL,MEDICAL_HEALTH,一个主打慢性病管理的健康服务平台，目前主打产品为高血压相关的服务，提供移动端监控、管理服务。,802,18747,,,29288,,915
1356969600000,"启明创投,君联资本",途虎养车网,C,AUTO,途虎养车网是一个主打汽车后服务、养车消费的电子商务网站，目前主打轮胎、轮毂等购买和保养，上海阑途信息,799,20065,数百万,A,605,USD,916
1417363200000,君联资本,葡萄生活,A,CONSUMER_LIFESTYLE,一站式生活服务平台,799,20065,1000,A,34074,USD,917
1349020800000,君联资本,天神互动,IPO,GAME_ANIMATION,网页游戏开发商,799,20065,,A,11941,USD,918
1401552000000,"君联资本,晨兴资本",小猪短租网,C,TRAVEL_OUTDOORS,专业的短租房在线预订网站,799,20065,1500,B,4642,USD,919
1325347200000,君联资本,乐动卓越,A,GAME_ANIMATION,专注移动互联网游戏的开发商,799,20065,500,A,6063,USD,920
1291132800000,"联想之星,君联资本",乐逗游戏,IPO,GAME_ANIMATION,热门手机游戏的大中华区独家代理商,799,20065,800,A,3651,CNY,921
1409500800000,君联资本,牛股王,B,FINANCE,基于移动的社会化股票社区和交易平台,799,20065,,A,134817,USD,922
1409500800000,"君联资本,IDG资本,华创资本,永宣创投",铜板街,B,FINANCE,手机上的理财产品交易平台,799,20065,5000,B,11978,USD,923
1388505600000,君联资本,优客逸家,B,PROPERTY_AND_HOME_FURNISHINGS,专为年轻人提供轻时尚长租公寓服务的出租公寓品牌,799,20065,400,A,11667,USD,924
1412092800000,"君联资本,贝塔斯曼亚洲投资基金",车轮,B,AUTO,车主交流社区,799,20065,,B,29594,USD,925
1417363200000,美团,遥遥排队,A,CONSUMER_LIFESTYLE,通过云端连接商家和客户的排队应用,798,20113,,A,137037,USD,926
1430409600000,DCM资本,HCB,A,OTHER,货运O2O,797,20188,,A,151776,CNY,927
1430409600000,,联创工场,NONE,,技术VC，联合创业，深度孵化,800,20030,,PRE_A,150749,CNY,928
1422720000000,,阿尔法公社,NONE,,中国的YC,800,20030,,,143264,USD,929
1427817600000,华旦天使投资,TuSDK涂图,PRE_A,SERVICE_INDUSTRIES,移动端的一站式图像解决方案,796,20391,,PRE_A,142482,USD,930
1409500800000,"IDG资本,华旦天使投资",老师来了,A,EDUCATION_TRAINING,家教平台,796,20391,数百万,ANGEL,31615,CNY,931
1404144000000,,我在现场,NONE,,新华移动旗下新闻客户端,796,20391,2000,PRE_A,135392,CNY,932
1417363200000,华旦天使投资,熵功场,ANGEL,OTHER,摄影平台,796,20391,100,ANGEL,135389,CNY,933
1417363200000,华旦天使投资,青团社,ANGEL,CONSUMER_LIFESTYLE,专为大学生兼职的垂直招聘网站,796,20391,100,ANGEL,26164,CNY,934
1417363200000,华旦天使投资,易露营,ANGEL,TRAVEL_OUTDOORS,露营房车帐篷酒店一站式预定平台,796,20391,100,ANGEL,135248,CNY,935
1401552000000,华旦天使投资,回车科技,ANGEL,INTELLIGENT_HARDWARE,非植入式脑电采集设备技术开发服务商,796,20391,200,ANGEL,135245,CNY,936
1341072000000,华旦天使投资,友谦网络,ANGEL,SERVICE_INDUSTRIES,定制App服务提供商,796,20391,100,ANGEL,12107,CNY,937
1309449600000,华旦天使投资,每日给力,ANGEL,OTHER,手游公司,796,20391,60,ANGEL,134908,CNY,938
1293811200000,,华旦天使,NONE,,杭州的移动互联网天使投资者,796,20391,100,,134889,CNY,939
1435680000000,戈壁投资,绿豆家装,ANGEL,PROPERTY_AND_HOME_FURNISHINGS,绿豆家装是移动互联网个性化家装平台,795,20463,,ANGEL,134774,USD,940
1370016000000,戈壁投资,品读,PRE_A,CULTURE_SPORTS_ART,收集兴趣，品读生活,795,20463,600,ANGEL,26818,CNY,941
1409500800000,"心元资本,戈壁投资,500 Startups",Spottly,ANGEL,TRAVEL_OUTDOORS,一个旅游图片分享应用，主要提供旅游照片和笔记的创建与分享功能，旨在打造旅游界的Pinterest/T,795,20463,85,ANGEL,20096,USD,942
1404144000000,"陈驰,戈壁投资",夹克的虾,ANGEL,E_COMMERCE,小龙虾外卖,795,20463,20,ANGEL,131629,USD,943
1333209600000,"戈壁投资,经纬中国",Camera360,B,SOFTWARE,手机拍照应用,793,20534,数千万,A,5299,CNY,944
1322668800000,戈壁投资,汉柏科技,ACQUIRED,SERVICE_INDUSTRIES,数据中心解决方案和云计算服务提供商,793,20534,,A,5311,USD,945
1406822400000,戈壁投资,粉粉日记,A,SOFTWARE,粉粉日记是一个手机版的日记软件。,793,20534,1000,A,19657,CNY,946
1199116800000,戈壁投资,至德讯通,A,SERVICE_INDUSTRIES,专业技术服务商，致力于为企业快速提升终端运营效率,793,20534,,A,5747,USD,947
1328025600000,戈壁投资,创客空间,ANGEL,SERVICE_INDUSTRIES,创客的公共服务平台和孵化基地,793,20534,,ANGEL,17475,USD,948
1422720000000,晨晖创投,前向启创,ANGEL,OTHER,汽车ADAS模厂商,791,21174,500,ANGEL,140733,CNY,949
1425139200000,晨晖创投,E宠商城,B,E_COMMERCE,专业宠物用品网上商城，是宠物用品B2C平台,791,21174,,B,9496,USD,950
1393603200000,晨晖创投,小佩宠物,ANGEL,OTHER,宠物硬件,791,21174,,ANGEL,140737,CNY,951
1414771200000,戈壁投资,来一火,A,CONSUMER_LIFESTYLE,让消费者足不出户就可以享受到成都本土火锅的线上平台点餐,790,21350,,PRE_A,12402,USD,952
1398873600000,戈壁投资,车置宝,B,AUTO,二手车C2B拍卖平台,790,21350,,A,135199,USD,953
1414771200000,戈壁投资,报修一站通,A,CONSUMER_LIFESTYLE,专注提供靠谱的上门生活维修服务,790,21350,500,ANGEL,135202,CNY,954
1396281600000,戈壁投资,巴别鸟,ANGEL,SOFTWARE,快速对图片及PDF进行协同批注及讨论，基于图稿的项目管理,790,21350,,ANGEL,135211,USD,955
,,创客贴,ANGEL,SOFTWARE,分分钟帮你做出精美设计,787,13000,,,131637,,956
,,翎客航天,NONE,OTHER,让人类完成太空旅行,787,13000,,,152073,,957
,,互动锁屏,NONE,,通过锁屏入口智能推送内容及开展垂直社交,787,13000,,,139487,,958
1354291200000,麦星投资,DJI,A,INTELLIGENT_HARDWARE,无人机飞行影像系统开发商,785,13243,,A,137092,USD,959
1420041600000,和盟创投,一米兼职,ANGEL,SERVICE_INDUSTRIES,更好的O2O兼职服务,784,13813,数百万,ANGEL,34211,CNY,960
,,杭州善知识科技有限公司,NONE,EDUCATION_TRAINING,优秀的本地教育资源信息服务平台,784,13813,,,133618,,961
1375286400000,"经纬中国,IDG资本",猿题库,D,EDUCATION_TRAINING,支持手机及电脑做题的智能在线题库产品,782,14043,700,B,8978,USD,962
1330531200000,经纬中国,e代驾,D,AUTO,一个基于手机平台的代驾服务平台，致力于压缩客户等待时间、降低客户使用成本。,782,14043,数百万,ANGEL,6726,CNY,963
1414771200000,经纬中国,大米科技（Vipkid）,A,EDUCATION_TRAINING,儿童国际教育平台,782,14043,,A,133144,USD,964
1396281600000,经纬中国,品读者,A,CULTURE_SPORTS_ART,网络文学网站服务商,782,14043,,ANGEL,131930,USD,965
1409500800000,"中路资本,赛伯乐中国",simplyBrand,A,SERVICE_INDUSTRIES,独立第三方互联网数据服务提供商,779,15367,100,PRE_A,137381,USD,966
,,上海信励,NONE,,对社交电商数据分析为企业提供品牌和产品咨询服务,779,15367,,,139535,,967
,,Vobile,A,,主要做视频搜索，技术世界第一,779,15367,,,133925,,968
,,1号货的,A,SOFTWARE,免费找车拉货的移动互联网产品,781,14802,,,152631,,969
1427817600000,广东文投国富基金,博曼心理,ANGEL,CONSUMER_LIFESTYLE,博曼心理专注员工心理健康服务。,781,14802,420,ANGEL,137697,CNY,970
,,凡科网,NONE,SERVICE_INDUSTRIES,网站建设服务平台,781,14802,,,18671,,971
1417363200000,"安思晟,广东文投国富基金",小鲜粮,PRE_A,OTHER,预定新鲜粮，爱宠更健康,780,14806,,ANGEL,132641,USD,972
1427817600000,,茶里,NONE,,互联网顶级时尚茶品牌,780,14806,1000,A,137695,CNY,973
1398873600000,,房管通,ANGEL,SERVICE_INDUSTRIES,酒店行业的数据搬运工,777,16089,,,134045,USD,974
1430409600000,博派资本,被窝声次元,A,GAME_ANIMATION,以声音为特色的泛二次元创作、分享社区,773,16825,,A,131854,USD,975
1385827200000,"川岳投资,中路资本,任静",指南猫,A,TRAVEL_OUTDOORS,中国第一旅行设计平台，让你的旅行不将就，用自己的方式去旅行！,772,16830,数百万,ANGEL,18761,CNY,976
1420041600000,,周末做啥,NONE,,同城活动推荐,772,16830,,ANGEL,136207,USD,977
1380556800000,中路资本,来一火,A,CONSUMER_LIFESTYLE,让消费者足不出户就可以享受到成都本土火锅的线上平台点餐,772,16830,数百万,ANGEL,12402,CNY,978
1393603200000,中路资本,AppCan/正益无线,B,SOFTWARE,一个移动应用在线开发平台，支持一次开发，多平台适配。,772,16830,,ANGEL,2139,USD,979
,,LogInsight,NONE,SOFTWARE,为企业及开发者提供日志分析平台，挖掘机器数据的无穷价值,1,102443,,,158567,,980
,,汇智胜得,NONE,,关注TMT早中期项目的美元VC,771,17219,,,134901,,981
1396281600000,"北极光创投,中国文化产业基金",有妖气,C,GAME_ANIMATION,以互联网动漫版权业务为核心的原创漫画梦工厂,771,17219,数千万,B,4485,CNY,982
1401552000000,中国文化产业基金,微影时代,B,CULTURE_SPORTS_ART,基于移动互联网的电影服务平台,771,17219,,A,131096,USD,983
1417363200000,"明势资本,九合创投,涌铧投资",石墨,ANGEL,SOFTWARE,一款轻便、简洁的在线协作文档,770,17249,800,ANGEL,131607,CNY,984
1417363200000,起点创业投资基金,速溶360,A,FINANCE,提供校友社交、分期购物、现金小借、小额投资等服务,752,10134,数千万,PRE_A,26858,CNY,985
,,起点创业营,NONE,SERVICE_INDUSTRIES,聚焦于早期高科技和创新型创业企业的孵化机构,752,10134,,,5312,,986
1385827200000,创新工场,大米科技（Vipkid）,A,EDUCATION_TRAINING,儿童国际教育平台,751,10193,,ANGEL,133144,USD,987
1393603200000,"赛富投资基金,联想之星",欧瑞博ORVIBO,A,PROPERTY_AND_HOME_FURNISHINGS,专注于智能家居产品和服务的创新型企业,749,10654,数千万,A,27455,CNY,988
1404144000000,联想之星,作业盒子,A,EDUCATION_TRAINING,K12师生在线作业互动平台,749,10654,100,ANGEL,133211,USD,989
1409500800000,,丁盯智能,A,PROPERTY_AND_HOME_FURNISHINGS,智能硬件服务商,749,10654,,ANGEL,33726,CNY,990
1409500800000,"联想之星,经纬中国",酷动,ANGEL,CULTURE_SPORTS_ART,户外极限运动社交平台,749,10654,500,ANGEL,31348,CNY,991
